   1.8000000e+01   3.0032872e-02   1.1935923e-02
   2.0000000e+01   2.7101026e-02   1.2873054e-02
   2.2000000e+01   2.1311411e-02   1.1332803e-02
   2.4000000e+01   1.8623943e-02   9.0756351e-03
   2.6000000e+01   1.5127525e-02   7.6532252e-03
