   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e+01   3.6706146e-01   3.5522481e-01   3.3438316e-01   3.0537893e-01   2.8143729e-01
   2.0000000e+01   1.9024800e-01   2.0454529e-01   2.0242940e-01   1.9660368e-01   1.9781082e-01
   3.0000000e+01   1.6351032e-01   1.7937680e-01   1.6723722e-01   1.8758789e-01   1.8409139e-01
   4.0000000e+01   2.2365736e-01   2.3365575e-01   2.2475819e-01   2.2614171e-01   2.4280201e-01
   5.0000000e+01   3.2464786e-01   3.4589697e-01   3.3685030e-01   3.0905876e-01   3.0085776e-01
   6.0000000e+01   3.7871917e-01   3.5898901e-01   3.4928763e-01   3.1025841e-01   3.0452490e-01
   7.0000000e+01   3.3403732e-01   3.4607706e-01   3.1342383e-01   2.8082095e-01   2.6354825e-01
   8.0000000e+01   2.5830499e-01   2.7549848e-01   2.7663659e-01   2.8238307e-01   2.4712178e-01
   9.0000000e+01   1.8887590e-01   2.0446214e-01   2.6826522e-01   2.8565098e-01   2.7214036e-01
   1.0000000e+02   2.3647266e-01   2.6051329e-01   2.4447073e-01   2.5199815e-01   2.8191867e-01
   1.1000000e+02   2.8582006e-01   3.4366644e-01   2.9972046e-01   2.8242771e-01   2.9123940e-01
   1.2000000e+02   3.4776017e-01   3.7272406e-01   3.2973322e-01   2.9065170e-01   2.8228168e-01
   1.3000000e+02   3.6632470e-01   3.5421944e-01   3.0648866e-01   3.0555046e-01   2.5382976e-01
   1.4000000e+02   3.3412366e-01   2.8249500e-01   2.7622520e-01   3.1707913e-01   2.5085084e-01
   1.5000000e+02   2.4125346e-01   2.3955387e-01   2.5422634e-01   2.7146186e-01   2.7454939e-01
   1.6000000e+02   2.0579532e-01   2.3432627e-01   2.3507086e-01   2.5261008e-01   2.5847447e-01
   1.7000000e+02   2.0906873e-01   2.8231395e-01   2.7329711e-01   2.6374451e-01   2.7711940e-01
   1.8000000e+02   2.6200479e-01   3.3183943e-01   2.9869250e-01   2.7927401e-01   2.7336777e-01
   1.9000000e+02   3.7096733e-01   3.6050285e-01   3.1200997e-01   2.9481664e-01   2.5713635e-01
   2.0000000e+02   3.8711018e-01   3.3044353e-01   3.1817114e-01   3.3717542e-01   2.8946029e-01
   2.1000000e+02   3.1542997e-01   2.7263214e-01   2.6748004e-01   3.1496669e-01   3.1050125e-01
   2.2000000e+02   2.3548235e-01   2.8010529e-01   2.5899896e-01   2.5797783e-01   2.7635530e-01
   2.3000000e+02   2.3474099e-01   2.8934218e-01   2.6689544e-01   2.4514609e-01   2.5484876e-01
   2.4000000e+02   2.8807645e-01   3.0317535e-01   2.8970909e-01   2.5776314e-01   2.4171674e-01
   2.5000000e+02   4.0309349e-01   3.2668590e-01   2.8922575e-01   2.7710859e-01   2.5448031e-01
   2.6000000e+02   3.9241846e-01   3.0769599e-01   2.8708464e-01   2.8664024e-01   3.0577244e-01
   2.7000000e+02   2.8202026e-01   2.8397622e-01   2.6288866e-01   2.8392011e-01   2.9409991e-01
   2.8000000e+02   2.0314869e-01   2.9811628e-01   2.7484951e-01   2.9376072e-01   2.6964262e-01
   2.9000000e+02   2.1401758e-01   2.7237091e-01   3.0198450e-01   3.0016588e-01   2.5518385e-01
   3.0000000e+02   2.7310857e-01   3.2462869e-01   3.1021258e-01   3.0453650e-01   2.7701954e-01
   3.1000000e+02   3.5582940e-01   3.6459003e-01   3.4487180e-01   2.7028125e-01   2.9387907e-01
   3.2000000e+02   4.2498481e-01   3.4749730e-01   3.0604522e-01   2.8123787e-01   2.8323049e-01
   3.3000000e+02   3.8302816e-01   3.3696673e-01   2.5053812e-01   2.6418487e-01   2.4912538e-01
   3.4000000e+02   2.6501040e-01   2.7797687e-01   2.2744444e-01   2.5920179e-01   2.5474220e-01
   3.5000000e+02   2.0462372e-01   2.2437234e-01   2.5598625e-01   2.7981150e-01   2.9626553e-01
   3.6000000e+02   2.3637857e-01   2.5488839e-01   3.0028389e-01   2.8303795e-01   2.8352777e-01
   3.7000000e+02   2.7714351e-01   3.0773915e-01   3.2430592e-01   2.9784683e-01   3.0447939e-01
   3.8000000e+02   3.4572410e-01   3.4896236e-01   3.1229959e-01   3.0436653e-01   3.1601086e-01
   3.9000000e+02   3.4422073e-01   3.5679022e-01   2.9236568e-01   2.9168802e-01   2.7774692e-01
   4.0000000e+02   2.5544439e-01   2.9187252e-01   2.8132055e-01   2.8619980e-01   2.3802904e-01
   4.1000000e+02   2.0092438e-01   2.4832227e-01   2.8199357e-01   2.9748180e-01   2.4019407e-01
   4.2000000e+02   2.3254502e-01   2.5236721e-01   2.7079585e-01   2.6228330e-01   2.5863104e-01
   4.3000000e+02   3.3547750e-01   3.2016677e-01   2.7938235e-01   2.5186240e-01   2.8044863e-01
   4.4000000e+02   3.3994005e-01   3.7395130e-01   2.9486812e-01   2.7942383e-01   2.8424349e-01
   4.5000000e+02   3.9226468e-01   3.5874894e-01   2.9004555e-01   2.7072635e-01   2.8593275e-01
   4.6000000e+02   4.1141085e-01   3.0104913e-01   2.9631665e-01   2.9504277e-01   2.9705272e-01
   4.7000000e+02   2.6418908e-01   2.2218853e-01   2.8416399e-01   3.1510685e-01   2.9587761e-01
   4.8000000e+02   2.2517226e-01   2.1901721e-01   2.7670644e-01   2.8214217e-01   2.7121883e-01
   4.9000000e+02   2.4060188e-01   2.9364949e-01   2.7102234e-01   2.8643711e-01   2.3619162e-01
